"has","prefers","count"
"A_AvianRetailA_Chicken","A_AvianRetailA_Chicken",1
"A_AvianRetailA_Chicken","HumanClinicalHuman",0.6
"A_AvianRetailA_Chicken","A_PorcineRetailA_Pig",0.904761904761905
"A_AvianRetailA_Chicken","A_AvianFaecalA_Chicken",0.671428571428571
"A_AvianRetailA_Chicken","A_AvianRetailA_Turkey",0.959523809523809
"HumanClinicalHuman","A_AvianRetailA_Chicken",0.6
"HumanClinicalHuman","HumanClinicalHuman",1
"HumanClinicalHuman","A_PorcineRetailA_Pig",0.6
"A_RuminantFaecalA_Cow","A_RuminantFaecalA_Cow",1
"A_RuminantFaecalA_Cow","A_PorcineFaecalA_Pig",0.864285714285714
"A_RuminantFaecalA_Cow","A_AvianFaecalA_Chicken",0.864285714285714
"A_RuminantFaecalA_Cow","A_RuminantFaecalA_Sheep",0.928571428571429
"A_RuminantFaecalA_Cow","E_SewageSewageE_Sewage",0.738095238095238
"A_RuminantFaecalA_Cow","A_AvianFaecalA_Goose",0.864285714285714
"A_RuminantFaecalA_Cow","A_AvianFaecalA_Duck",0.864285714285714
"A_RuminantFaecalA_Cow","A_MiscWildFaecalA_Raccoon",0.704761904761905
"A_RuminantFaecalA_Cow","A_EquineFaecalA_Horse",0.847619047619048
"A_PorcineRetailA_Pig","A_AvianRetailA_Chicken",0.904761904761905
"A_PorcineRetailA_Pig","HumanClinicalHuman",0.6
"A_PorcineRetailA_Pig","A_PorcineRetailA_Pig",1
"A_PorcineRetailA_Pig","A_PorcineFaecalA_Pig",0.671428571428571
"A_PorcineRetailA_Pig","A_AvianRetailA_Turkey",0.864285714285714
"A_PorcineFaecalA_Pig","A_RuminantFaecalA_Cow",0.864285714285714
"A_PorcineFaecalA_Pig","A_PorcineRetailA_Pig",0.671428571428571
"A_PorcineFaecalA_Pig","A_PorcineFaecalA_Pig",1
"A_PorcineFaecalA_Pig","A_AvianFaecalA_Chicken",0.904761904761905
"A_PorcineFaecalA_Pig","A_RuminantFaecalA_Sheep",0.873809523809524
"A_PorcineFaecalA_Pig","E_SewageSewageE_Sewage",0.721428571428571
"A_PorcineFaecalA_Pig","A_CompanionFaecalA_Cat",0.623809523809524
"A_PorcineFaecalA_Pig","A_AvianFaecalA_Goose",0.823809523809524
"A_PorcineFaecalA_Pig","A_CompanionFaecalA_Dog",0.623809523809524
"A_PorcineFaecalA_Pig","A_AvianFaecalA_Duck",0.823809523809524
"A_PorcineFaecalA_Pig","A_MiscWildFaecalA_Raccoon",0.664285714285714
"A_PorcineFaecalA_Pig","A_EquineFaecalA_Horse",0.830952380952381
"A_AvianFaecalA_Chicken","A_AvianRetailA_Chicken",0.671428571428571
"A_AvianFaecalA_Chicken","A_RuminantFaecalA_Cow",0.864285714285714
"A_AvianFaecalA_Chicken","A_PorcineFaecalA_Pig",0.904761904761905
"A_AvianFaecalA_Chicken","A_AvianFaecalA_Chicken",1
"A_AvianFaecalA_Chicken","A_AvianRetailA_Turkey",0.630952380952381
"A_AvianFaecalA_Chicken","E_WaterWaterE_Water",0.633333333333333
"A_AvianFaecalA_Chicken","A_RuminantFaecalA_Sheep",0.873809523809524
"A_AvianFaecalA_Chicken","E_SewageSewageE_Sewage",0.721428571428571
"A_AvianFaecalA_Chicken","A_CompanionFaecalA_Cat",0.623809523809524
"A_AvianFaecalA_Chicken","A_AvianFaecalA_Goose",0.919047619047619
"A_AvianFaecalA_Chicken","A_CompanionFaecalA_Dog",0.623809523809524
"A_AvianFaecalA_Chicken","A_AvianFaecalA_Duck",0.919047619047619
"A_AvianFaecalA_Chicken","A_MiscWildFaecalA_Raccoon",0.664285714285714
"A_AvianFaecalA_Chicken","A_EquineFaecalA_Horse",0.830952380952381
"A_AvianRetailA_Turkey","A_AvianRetailA_Chicken",0.959523809523809
"A_AvianRetailA_Turkey","A_PorcineRetailA_Pig",0.864285714285714
"A_AvianRetailA_Turkey","A_AvianFaecalA_Chicken",0.630952380952381
"A_AvianRetailA_Turkey","A_AvianRetailA_Turkey",1
"A_AvianRetailA_Turkey","A_AvianFaecalA_Goose",0.630952380952381
"A_AvianRetailA_Turkey","A_AvianFaecalA_Duck",0.630952380952381
"E_WaterWaterE_Water","A_AvianFaecalA_Chicken",0.633333333333333
"E_WaterWaterE_Water","E_WaterWaterE_Water",1
"E_WaterWaterE_Water","E_SewageSewageE_Sewage",0.830952380952381
"E_WaterWaterE_Water","A_CompanionFaecalA_Cat",0.6
"E_WaterWaterE_Water","A_AvianFaecalA_Goose",0.60952380952381
"E_WaterWaterE_Water","A_CompanionFaecalA_Dog",0.6
"E_WaterWaterE_Water","A_AvianFaecalA_Duck",0.60952380952381
"A_RuminantFaecalA_Sheep","A_RuminantFaecalA_Cow",0.928571428571429
"A_RuminantFaecalA_Sheep","A_PorcineFaecalA_Pig",0.873809523809524
"A_RuminantFaecalA_Sheep","A_AvianFaecalA_Chicken",0.873809523809524
"A_RuminantFaecalA_Sheep","A_RuminantFaecalA_Sheep",1
"A_RuminantFaecalA_Sheep","E_SewageSewageE_Sewage",0.69047619047619
"A_RuminantFaecalA_Sheep","A_CompanionFaecalA_Cat",0.654761904761905
"A_RuminantFaecalA_Sheep","A_AvianFaecalA_Goose",0.792857142857143
"A_RuminantFaecalA_Sheep","A_CompanionFaecalA_Dog",0.654761904761905
"A_RuminantFaecalA_Sheep","A_AvianFaecalA_Duck",0.792857142857143
"A_RuminantFaecalA_Sheep","A_MiscWildFaecalA_Raccoon",0.695238095238095
"A_RuminantFaecalA_Sheep","A_EquineFaecalA_Horse",0.857142857142857
"E_SewageSewageE_Sewage","A_RuminantFaecalA_Cow",0.738095238095238
"E_SewageSewageE_Sewage","A_PorcineFaecalA_Pig",0.721428571428571
"E_SewageSewageE_Sewage","A_AvianFaecalA_Chicken",0.721428571428571
"E_SewageSewageE_Sewage","E_WaterWaterE_Water",0.830952380952381
"E_SewageSewageE_Sewage","A_RuminantFaecalA_Sheep",0.69047619047619
"E_SewageSewageE_Sewage","E_SewageSewageE_Sewage",1
"E_SewageSewageE_Sewage","A_CompanionFaecalA_Cat",0.707142857142857
"E_SewageSewageE_Sewage","A_AvianFaecalA_Goose",0.697619047619048
"E_SewageSewageE_Sewage","A_CompanionFaecalA_Dog",0.707142857142857
"E_SewageSewageE_Sewage","A_AvianFaecalA_Duck",0.697619047619048
"E_SewageSewageE_Sewage","A_MiscWildFaecalA_Raccoon",0.7
"E_SewageSewageE_Sewage","A_EquineFaecalA_Horse",0.728571428571429
"A_CompanionFaecalA_Cat","A_PorcineFaecalA_Pig",0.623809523809524
"A_CompanionFaecalA_Cat","A_AvianFaecalA_Chicken",0.623809523809524
"A_CompanionFaecalA_Cat","E_WaterWaterE_Water",0.6
"A_CompanionFaecalA_Cat","A_RuminantFaecalA_Sheep",0.654761904761905
"A_CompanionFaecalA_Cat","E_SewageSewageE_Sewage",0.707142857142857
"A_CompanionFaecalA_Cat","A_CompanionFaecalA_Cat",1
"A_CompanionFaecalA_Cat","A_CompanionFaecalA_Dog",1
"A_CompanionFaecalA_Cat","A_MiscWildFaecalA_Raccoon",0.783333333333333
"A_CompanionFaecalA_Cat","A_EquineFaecalA_Horse",0.630952380952381
"A_AvianFaecalA_Goose","A_RuminantFaecalA_Cow",0.864285714285714
"A_AvianFaecalA_Goose","A_PorcineFaecalA_Pig",0.823809523809524
"A_AvianFaecalA_Goose","A_AvianFaecalA_Chicken",0.919047619047619
"A_AvianFaecalA_Goose","A_AvianRetailA_Turkey",0.630952380952381
"A_AvianFaecalA_Goose","E_WaterWaterE_Water",0.60952380952381
"A_AvianFaecalA_Goose","A_RuminantFaecalA_Sheep",0.792857142857143
"A_AvianFaecalA_Goose","E_SewageSewageE_Sewage",0.697619047619048
"A_AvianFaecalA_Goose","A_AvianFaecalA_Goose",1
"A_AvianFaecalA_Goose","A_AvianFaecalA_Duck",1
"A_AvianFaecalA_Goose","A_MiscWildFaecalA_Raccoon",0.721428571428571
"A_AvianFaecalA_Goose","A_EquineFaecalA_Horse",0.830952380952381
"A_CompanionFaecalA_Dog","A_PorcineFaecalA_Pig",0.623809523809524
"A_CompanionFaecalA_Dog","A_AvianFaecalA_Chicken",0.623809523809524
"A_CompanionFaecalA_Dog","E_WaterWaterE_Water",0.6
"A_CompanionFaecalA_Dog","A_RuminantFaecalA_Sheep",0.654761904761905
"A_CompanionFaecalA_Dog","E_SewageSewageE_Sewage",0.707142857142857
"A_CompanionFaecalA_Dog","A_CompanionFaecalA_Cat",1
"A_CompanionFaecalA_Dog","A_CompanionFaecalA_Dog",1
"A_CompanionFaecalA_Dog","A_MiscWildFaecalA_Raccoon",0.783333333333333
"A_CompanionFaecalA_Dog","A_EquineFaecalA_Horse",0.630952380952381
"A_AvianFaecalA_Duck","A_RuminantFaecalA_Cow",0.864285714285714
"A_AvianFaecalA_Duck","A_PorcineFaecalA_Pig",0.823809523809524
"A_AvianFaecalA_Duck","A_AvianFaecalA_Chicken",0.919047619047619
"A_AvianFaecalA_Duck","A_AvianRetailA_Turkey",0.630952380952381
"A_AvianFaecalA_Duck","E_WaterWaterE_Water",0.60952380952381
"A_AvianFaecalA_Duck","A_RuminantFaecalA_Sheep",0.792857142857143
"A_AvianFaecalA_Duck","E_SewageSewageE_Sewage",0.697619047619048
"A_AvianFaecalA_Duck","A_AvianFaecalA_Goose",1
"A_AvianFaecalA_Duck","A_AvianFaecalA_Duck",1
"A_AvianFaecalA_Duck","A_MiscWildFaecalA_Raccoon",0.721428571428571
"A_AvianFaecalA_Duck","A_EquineFaecalA_Horse",0.830952380952381
"A_MiscWildFaecalA_Raccoon","A_RuminantFaecalA_Cow",0.704761904761905
"A_MiscWildFaecalA_Raccoon","A_PorcineFaecalA_Pig",0.664285714285714
"A_MiscWildFaecalA_Raccoon","A_AvianFaecalA_Chicken",0.664285714285714
"A_MiscWildFaecalA_Raccoon","A_RuminantFaecalA_Sheep",0.695238095238095
"A_MiscWildFaecalA_Raccoon","E_SewageSewageE_Sewage",0.7
"A_MiscWildFaecalA_Raccoon","A_CompanionFaecalA_Cat",0.783333333333333
"A_MiscWildFaecalA_Raccoon","A_AvianFaecalA_Goose",0.721428571428571
"A_MiscWildFaecalA_Raccoon","A_CompanionFaecalA_Dog",0.783333333333333
"A_MiscWildFaecalA_Raccoon","A_AvianFaecalA_Duck",0.721428571428571
"A_MiscWildFaecalA_Raccoon","A_MiscWildFaecalA_Raccoon",1
"A_MiscWildFaecalA_Raccoon","A_EquineFaecalA_Horse",0.728571428571429
"A_EquineFaecalA_Horse","A_RuminantFaecalA_Cow",0.847619047619048
"A_EquineFaecalA_Horse","A_PorcineFaecalA_Pig",0.830952380952381
"A_EquineFaecalA_Horse","A_AvianFaecalA_Chicken",0.830952380952381
"A_EquineFaecalA_Horse","A_RuminantFaecalA_Sheep",0.857142857142857
"A_EquineFaecalA_Horse","E_SewageSewageE_Sewage",0.728571428571429
"A_EquineFaecalA_Horse","A_CompanionFaecalA_Cat",0.630952380952381
"A_EquineFaecalA_Horse","A_AvianFaecalA_Goose",0.830952380952381
"A_EquineFaecalA_Horse","A_CompanionFaecalA_Dog",0.630952380952381
"A_EquineFaecalA_Horse","A_AvianFaecalA_Duck",0.830952380952381
"A_EquineFaecalA_Horse","A_MiscWildFaecalA_Raccoon",0.728571428571429
"A_EquineFaecalA_Horse","A_EquineFaecalA_Horse",1
